Ava_Gardner	place_of_birth	Smithfield,_North_Carolina
Ava_Gardner	location	Ennismore_Gardens
Ava_Gardner	institution	Barton_College
Ava_Gardner	cause_of_death	Pneumonia
Ava_Gardner	spouse	Artie_Shaw
Ava_Gardner	place_of_death	Westminster
Ava_Gardner	place_of_birth	North_Carolina
Ava_Gardner	spouse	Mickey_Rooney
Ava_Gardner	spouse	Frank_Sinatra
Alan_Rickman	gender	male
Alan_Rickman	place_of_death	London
Alan_Rickman	place_of_birth	Hammersmith
Alan_Rickman	institution	Royal_Academy_of_Dramatic_Art
Alan_Rickman	cause_of_death	Pancreatic_cancer
Alan_Rickman	spouse	Rima_Horton
Alan_Rickman	place_of_birth	London
Dudley_Moore	gender	male
Dudley_Moore	place_of_death	Plainfield,_New_Jersey
Dudley_Moore	place_of_birth	London
Dudley_Moore	cause_of_death	Pneumonia
Dudley_Moore	spouse	Tuesday_Weld
Dudley_Moore	cause_of_death	Progressive_supranuclear_palsy
Dudley_Moore	place_of_birth	Hammersmith
Dudley_Moore	spouse	Suzy_Kendall
Ella_Fitzgerald	gender	female
Ella_Fitzgerald	place_of_death	Beverly_Hills,_California
Ella_Fitzgerald	place_of_birth	Newport_News,_Virginia
Ella_Fitzgerald	cause_of_death	Diabetes_mellitus
